relative_sec,EEG1,EEG2,EEG3,EEG4
1.725,-1295.533134,-1314.74126,-1158.273196,-1163.028478
1.73,-1300.492241,-1329.970133,-1158.654665,-1167.06383
1.735,-1291.400544,-1336.694473,-1149.787363,-1177.576689
1.74,-1274.810348,-1322.2061,-1142.591795,-1177.973119
1.745,-1286.056227,-1331.443653,-1148.411079,-1173.926547
1.75,-1283.924484,-1332.217812,-1146.342915,-1166.012919
1.755,-1285.042714,-1321.211287,-1143.354735,-1174.203299
1.76,-1286.69575,-1322.714727,-1146.832842,-1175.32153
1.765,-1294.441083,-1324.292964,-1144.846955,-1176.611795
1.77,-1306.558359,-1319.292718,-1147.562122,-1180.557389
1.775,-1305.230694,-1325.411195,-1140.766724,-1186.219598
1.78,-1310.851764,-1327.950587,-1142.561876,-1162.407655
1.785,-1297.17121,-1314.558005,-1137.423253,-1160.642422
1.79,-1290.409471,-1323.305631,-1132.494065,-1180.830402
1.795,-1298.801806,-1315.11151,-1139.03141,-1153.046685
1.8,-1310.429155,-1304.482714,-1131.476812,-1175.358929
1.805,-1291.759575,-1333.590356,-1129.580683,-1175.931133
1.81,-1267.28193,-1329.543784,-1123.944654,-1169.120775
1.815,-1295.649071,-1312.085931,-1128.335296,-1162.643269
1.82,-1297.55268,-1324.595896,-1128.092203,-1168.59345
1.825,-1285.427924,-1322.030325,-1121.913888,-1165.519252
1.83,-1296.722422,-1325.542091,-1121.85405,-1170.927147
1.835,-1291.714696,-1323.900275,-1124.329864,-1164.165408
1.84,-1291.624938,-1314.935735,-1117.235273,-1162.699367
1.845,-1301.531933,-1323.761899,-1117.418528,-1150.009887
1.85,-1278.726023,-1314.034419,-1117.022099,-1156.446254
1.855,-1283.292441,-1328.253519,-1124.08303,-1166.211133
1.86,-1273.269509,-1310.343138,-1118.544238,-1170.134288
1.865,-1286.138505,-1316.59625,-1111.554365,-1145.559406
1.87,-1291.101352,-1330.42266,-1107.085185,-1171.151541
1.875,-1275.375073,-1314.434588,-1101.093865,-1158.757513
1.88,-1272.525269,-1317.101137,-1102.78056,-1166.835697
1.885,-1257.371195,-1307.448455,-1102.328032,-1166.798298
1.89,-1268.676912,-1318.155789,-1107.571372,-1177.16904
1.895,-1277.233803,-1325.399975,-1095.570033,-1154.864277
1.9,-1274.00253,-1310.324438,-1094.470502,-1148.076358
1.905,-1285.001576,-1319.932241,-1098.763907,-1168.182061
1.91,-1292.657151,-1313.813765,-1097.425023,-1164.004592
1.915,-1282.275188,-1309.482961,-1094.410664,-1169.214273
1.92,-1288.333826,-1318.84019,-1091.059714,-1174.685747
1.925,-1303.420583,-1333.279944,-1092.712749,-1156.296658
1.93,-1294.583199,-1318.10717,-1088.93171,-1146.060552
1.935,-1265.894427,-1305.997374,-1077.37168,-1158.458321
1.94,-1260.707185,-1306.569579,-1080.415958,-1164.281345
1.945,-1288.015935,-1302.975535,-1081.279875,-1143.730595
1.95,-1289.253842,-1320.485746,-1085.232949,-1150.473634
1.955,-1277.503076,-1314.258813,-1088.542761,-1159.9655
1.96,-1257.659167,-1333.319213,-1081.646385,-1165.061114
1.965,-1271.489317,-1335.802507,-1090.375312,-1160.262822
1.97,-1270.745077,-1334.205569,-1075.898159,-1174.612818
1.975,-1258.500644,-1328.651818,-1072.090941,-1173.247755
1.98,-1271.968024,-1333.943776,-1087.001922,-1171.912611
1.985,-1275.584507,-1335.162984,-1078.239337,-1157.113827
1.99,-1280.027509,-1324.814681,-1069.951718,-1169.021668
1.995,-1256.529717,-1313.796935,-1066.772803,-1157.435458
2,-1264.462045,-1330.316073,-1072.670625,-1180.241368
2.005,-1266.799482,-1337.429363,-1085.513442,-1162.850833
2.01,-1256.525977,-1312.461791,-1069.289756,-1158.931418
2.015,-1255.243192,-1324.354673,-1070.882953,-1159.24557
2.02,-1261.638421,-1316.822514,-1071.926385,-1156.799675
2.025,-1283.629032,-1327.567247,-1077.169725,-1171.216989
2.03,-1283.737489,-1329.149225,-1070.355627,-1159.054835
